,feature,mean_abs_shap,std_abs_shap
206,card_credit_roc10,0.6915219297982451,2.9663926515096946
441,unemployment_rate_min2,0.6897581295153844,1.891091555063907
112,card_consumables_roc3,0.688682842681655,2.5848918446566223
430,unemployment_rate_roc8,0.6852566897968965,1.5875213544032636
678,labour_cost_index_roc12,0.6821711086468667,1.5737106513970687
344,google_home_loan_rate_search_lag10,0.6757808221250535,2.233252100016441
191,card_credit_diff3,0.6749782526678987,3.1300569664816953
1210,production_based_gdp_yy_roc10,0.6745836150057695,1.8162222372843502
1208,production_based_gdp_yy_roc9,0.6734860786964669,2.937661768049196
607,labour_force_participation_rate_ma4,0.66718904286012,1.6351553718367124
1225,production_based_gdp_yy_min4,0.6543328553593578,1.8338948772150143
1197,production_based_gdp_yy_diff4,0.6512760623006231,1.3688525162214804
36,household_deposits_roc5,0.6503629547566359,2.3733236827976123
925,cpi_qq_min6,0.6393163418263612,1.2987975629783184
897,cpi_qq_diff3,0.6331706156563426,1.0399838754035058
1212,production_based_gdp_yy_roc11,0.6292383634580309,2.6065797133218402
271,household_loans_diff3,0.6216117340282697,2.5421278609438565
1108,production_based_gdp_std12,0.6096406333739012,1.553534029223597
608,labour_force_participation_rate_std4,0.6091800103653664,1.4324267563119293
1185,production_based_gdp_yy_lag7,0.6084919395021339,1.777971495097765
1072,production_based_gdp_std3,0.5984591408111616,1.3278289762757398
790,cpi_max9,0.5972722083114862,2.5290960113771885
334,household_loans_max12,0.5949988611058964,3.3669191422563087
383,google_home_loan_rate_search_ma8,0.5886769960246452,3.2735817915119116
196,card_credit_roc5,0.5846642334759277,1.4894986436923243
372,google_home_loan_rate_search_std5,0.5804160453062372,1.1147510516466603
782,cpi_max7,0.5716785267571268,4.217834639017459
1082,production_based_gdp_max5,0.5715165928738148,4.487193011898626
1153,production_based_gdp_qq_min6,0.5660760588873496,1.7499926602335119
700,labour_cost_index_std7,0.5651469244924819,1.0578257348750466
952,cpi_yy_lag2,0.56287510521311,1.9053006653135647
997,cpi_yy_min4,0.5626629257127308,1.7496101837714522
1034,production_based_gdp_lag4,0.5576174691084471,4.411668042048948
1126,production_based_gdp_qq_diff4,0.556509663534743,0.8624085396199398
341,google_home_loan_rate_search_lag7,0.5533156136061834,1.711523708276358
41,household_deposits_diff8,0.5428764050166371,1.2868638695133654
265,household_loans_lag11,0.5391323599226484,2.3852118108356453
396,google_home_loan_rate_search_std11,0.5366376185531788,1.3536944637651362
1215,production_based_gdp_yy_ma2,0.5289286499204481,3.095281855048302
224,card_credit_std5,0.5242364287418649,2.917393950815018
756,cpi_roc11,0.5240799285997918,1.2300384339477612
620,labour_force_participation_rate_std7,0.5234652052875586,1.504160935221871
502,employed_labour_force_roc4,0.5200011940370238,1.6684062112265274
837,cpi_housing_household_diff12,0.5119111756343476,4.481665323001353
1046,production_based_gdp_roc2,0.5096802509682838,1.598888588535948
1111,production_based_gdp_qq_lag1,0.5082451958096715,0.9979122589381635
1227,production_based_gdp_yy_ma5,0.5065733266638028,1.2353715012894317
860,cpi_housing_household_std7,0.504223642552949,1.397096174445123
116,card_consumables_roc5,0.49766823003520333,2.3803658073192318
410,unemployment_rate_lag8,0.4968208270904571,2.4923176051822216
1065,production_based_gdp_diff12,0.49281645102622557,1.8367666891781544
420,unemployment_rate_roc3,0.492768398199146,1.2394971714665222
604,labour_force_participation_rate_std3,0.4925694336272667,1.1757637118177877
443,unemployment_rate_ma3,0.48942074057512847,1.9458910563408123
665,labour_cost_index_diff6,0.4893905780447289,1.246646538621856
628,labour_force_participation_rate_std9,0.4892631948577575,2.037452705487749
1042,production_based_gdp_lag12,0.48646700288571815,3.952046996282507
740,cpi_roc3,0.48139614981440654,1.5443240851302584
354,google_home_loan_rate_search_diff8,0.4810515136149544,1.3421806596430754
597,labour_force_participation_rate_diff12,0.4798721623610502,1.3735375108141354
1143,production_based_gdp_qq_ma4,0.4759093094200307,1.3563337402617575
180,card_credit_lag6,0.46699100034240565,1.8290056277861082
198,card_credit_roc6,0.4648173538486848,2.1302357701787966
1136,production_based_gdp_qq_std2,0.46362340668022306,1.115462549331499
1128,production_based_gdp_qq_diff6,0.45909657528721376,1.5648359541530388
117,card_consumables_diff6,0.45859022164089486,1.4930907592828424
1190,production_based_gdp_yy_lag12,0.4573636911937149,1.4081431706496912
611,labour_force_participation_rate_ma5,0.456522724828227,1.2695032110921884
534,employed_labour_force_max5,0.4557379050983591,3.2316598078083825
440,unemployment_rate_std2,0.4542066028686036,1.29380296991857
521,employed_labour_force_min2,0.45348953596446334,3.509023995489359
397,google_home_loan_rate_search_min11,0.45165080820116915,2.213474762643819
192,card_credit_roc3,0.45147804739992825,2.447936877233103
292,household_loans_std2,0.4509954825849988,1.5249921789012029
540,employed_labour_force_std7,0.4509386727228956,1.0117702534333055
201,card_credit_diff8,0.450023480895263,2.2324247768947485
631,labour_force_participation_rate_ma10,0.4480568186438158,1.609158311924762
564,labour_force_participation_rate_lag2,0.4476179308494155,1.0573335510438833
1121,production_based_gdp_qq_lag11,0.44277751540214244,1.658443925401546
638,labour_force_participation_rate_max11,0.4395671885049478,1.070521779835662
126,card_consumables_roc10,0.4386727117688349,0.8266757489947741
1152,production_based_gdp_qq_std6,0.43749777430108744,1.5964419968216579
894,cpi_qq_lag12,0.43315796815256763,1.3610102674782023
122,card_consumables_roc8,0.43307686225712994,1.0526799735450207
944,cpi_qq_std11,0.43234658600778453,1.0119743727211736
235,card_credit_ma8,0.4321183586608207,2.838029696124755
1030,cpi_yy_max12,0.43211277565204054,2.0268502796519705
1254,production_based_gdp_yy_max11,0.43073446356846656,2.2432507528766625
470,unemployment_rate_max9,0.42824259058547415,2.6009545128362146
290,household_loans_roc12,0.423688229787099,1.3590368597481162
816,cpi_housing_household_roc1,0.42161582755925553,0.8293027773156414
268,household_loans_roc1,0.4214526998831402,2.991078187824861
784,cpi_std8,0.4202004221064642,1.3653534018876492
916,cpi_qq_std4,0.4170667067396515,1.0647262352280422
673,labour_cost_index_diff10,0.4167836411304822,2.609324734176472
359,google_home_loan_rate_search_ma2,0.4163645617227962,2.7964833665931677
103,card_consumables_lag9,0.41568830412715885,2.0901690044073398
1025,cpi_yy_min11,0.41372005481271246,1.2002315948956892
388,google_home_loan_rate_search_std9,0.4102486434694592,1.0509628451802047
204,card_credit_roc9,0.4087847492835845,1.2218317696446748
999,cpi_yy_ma5,0.40867945502054165,1.9313522294830197
417,unemployment_rate_diff2,0.4085715223991989,1.3013211120370105
765,cpi_min3,0.40790894888914186,2.7406076317811365
179,card_credit_lag5,0.4078745100690536,2.168638807492833
436,unemployment_rate_roc11,0.4077761873044307,1.0713066594984881
102,card_consumables_lag8,0.40736341809116555,0.9978538387131236
176,card_credit_lag2,0.40703260783757916,1.987859286835556
569,labour_force_participation_rate_lag7,0.40561029665548176,1.5019245618806518
343,google_home_loan_rate_search_lag9,0.40340181392307817,1.6812685944216552
822,cpi_housing_household_roc4,0.402678982642853,2.5551392090993454
187,card_credit_diff1,0.4017512573947771,0.8338261052741379
140,card_consumables_std4,0.40149825439386827,1.3631004071091404
1142,production_based_gdp_qq_max3,0.3993523865964897,1.6246682587749404
353,google_home_loan_rate_search_diff7,0.3985523869472242,1.514134999456562
148,card_consumables_std6,0.3959446200493026,0.8483789307610549
225,card_credit_min5,0.39103772466957265,1.587364279866051
1099,production_based_gdp_ma10,0.39016766000084635,2.83025616350011
132,card_consumables_std2,0.3885179539553959,0.9014167245500908
584,labour_force_participation_rate_roc5,0.3870378154842485,1.2110327859352026
967,cpi_yy_diff3,0.3864319449193675,1.401356967059883
269,household_loans_diff2,0.3862114395947819,1.2031672220309602
530,employed_labour_force_max4,0.3854108746282222,2.5456924213459633
518,employed_labour_force_roc12,0.3816969856923646,0.9682955755494307
1018,cpi_yy_max9,0.38154034891082367,1.3238764725155463
227,card_credit_ma6,0.37740842698355925,1.5104602183779288
1209,production_based_gdp_yy_diff10,0.37724501045367914,2.064283700850139
419,unemployment_rate_diff3,0.3715604350684703,1.30321094771632
825,cpi_housing_household_diff6,0.3708482459676549,1.2172408987957304
398,google_home_loan_rate_search_max11,0.3705826894812089,2.5122228300174103
113,card_consumables_diff4,0.37019504192598496,0.8006723223105556
1045,production_based_gdp_diff2,0.36724079740799853,0.956671061780799
923,cpi_qq_ma6,0.3658321993255019,1.5607722485020428
763,cpi_ma3,0.3564305726740489,2.724075173021656
99,card_consumables_lag5,0.3545033809338024,1.7928711779002577
193,card_credit_diff4,0.35346005033260897,2.489327256363066
400,google_home_loan_rate_search_std12,0.3530732648021487,1.19244629298253
1129,production_based_gdp_qq_diff7,0.3528582848422626,1.2244120671466603
677,labour_cost_index_diff12,0.34987845362189435,1.4249595347346815
1123,production_based_gdp_qq_diff1,0.3486624007850544,0.889277410028335
223,card_credit_ma5,0.3485411135376471,2.496459808660592
95,card_consumables_lag1,0.34545297874188924,1.9599334034120974
476,unemployment_rate_std11,0.3447554572121173,0.7909376663044887
587,labour_force_participation_rate_diff7,0.3445086702890284,1.8029363556918312
1195,production_based_gdp_yy_diff3,0.3436874147240565,1.184566660478867
144,card_consumables_std5,0.34190433144073906,1.4028044829189086
438,unemployment_rate_roc12,0.33588153202895554,1.239689329059969
1240,production_based_gdp_yy_std8,0.3358091198009064,0.8067532214334027
1088,production_based_gdp_std7,0.33499518260544275,0.8988931512546353
955,cpi_yy_lag5,0.3337513583841801,0.7520264124344488
931,cpi_qq_ma8,0.33303315620033497,0.7805949097262681
922,cpi_qq_max5,0.33214897358956386,1.1178271141945422
1173,production_based_gdp_qq_min11,0.331985275875006,0.9625666939123969
108,card_consumables_roc1,0.32984187644364715,1.845768368361416
985,cpi_yy_diff12,0.32887581583996806,0.8626947022088439
776,cpi_std6,0.3276781558353193,1.8328185963903667
135,card_consumables_ma3,0.3259596750126034,2.0283039475030087
517,employed_labour_force_diff12,0.32453346448977366,0.9772506841169873
514,employed_labour_force_roc10,0.3233667304627068,1.2503071897239357
220,card_credit_std4,0.3211866295545615,1.8216478969657186
986,cpi_yy_roc12,0.32084329395669675,1.1728028594831437
947,cpi_qq_ma12,0.3208217394882008,2.9210281608047413
1149,production_based_gdp_qq_min5,0.31994177639200144,1.3166940592607808
1035,production_based_gdp_lag5,0.31837159479562477,2.4685611389335795
17,household_deposits_lag3,0.3163760188927298,1.8658618516708667
272,household_loans_roc3,0.3159339608921468,2.0289730402487707
885,cpi_qq_lag3,0.3146139687305043,0.7844812273684293
184,card_credit_lag10,0.3135602183980035,1.0994042899491652
1083,production_based_gdp_ma6,0.31344208989483985,1.8707336513843078
435,unemployment_rate_diff11,0.31213177290228633,1.158802616401044
233,card_credit_min7,0.31154910742683234,2.057376128236516
926,cpi_qq_max6,0.30900060256769885,0.9276258962593404
1044,production_based_gdp_roc1,0.30870337481957294,1.193157092573129
1031,production_based_gdp_lag1,0.30580928102653887,0.9366896625983312
2,household_loans,0.30470188639772194,2.130457330182517
720,labour_cost_index_std12,0.3042514342315275,1.4000124003662078
671,labour_cost_index_diff9,0.30267803513748526,1.8268654346143496
1086,production_based_gdp_max6,0.3022941219638256,1.2967521519199525
993,cpi_yy_min3,0.30172341745790265,1.0132342120001638
921,cpi_qq_min5,0.3000338578230163,0.7859653904580919
1163,production_based_gdp_qq_ma9,0.2977416386783559,2.724670612794576
829,cpi_housing_household_diff8,0.2972383657314886,0.9781773468301201
895,cpi_qq_diff1,0.29642743418918166,0.8129266561677082
989,cpi_yy_min2,0.2954621953226686,0.8834169010900434
1175,production_based_gdp_qq_ma12,0.29331714298893985,2.020967435223368
1020,cpi_yy_std10,0.29282870064805877,1.1364791884234153
1147,production_based_gdp_qq_ma5,0.2902328466785085,0.5756760475094908
961,cpi_yy_lag11,0.2891037865239261,1.3820791823943455
365,google_home_loan_rate_search_min3,0.287473123958521,0.7782112180113867
406,unemployment_rate_lag4,0.28741495905487563,1.1223845351645796
612,labour_force_participation_rate_std5,0.28685625188081554,1.3062758341022274
424,unemployment_rate_roc5,0.2868237856081064,1.108891365016966
1115,production_based_gdp_qq_lag5,0.28657094061328336,1.695375181987765
746,cpi_roc6,0.2864997738364995,0.6230559712779018
662,labour_cost_index_roc4,0.28606387035948727,1.1423974161210264
1148,production_based_gdp_qq_std5,0.28542688258600035,1.3225825394829773
80,household_deposits_std9,0.28538849551469364,0.7093349987128005
595,labour_force_participation_rate_diff11,0.285100031441271,1.434827953326248
64,household_deposits_std5,0.28317296864313274,0.6862949196289194
124,card_consumables_roc9,0.2825476631111023,1.1497749940407669
918,cpi_qq_max4,0.28251410921643844,1.069826240523856
1122,production_based_gdp_qq_lag12,0.2822079224476988,0.9131605618698675
1211,production_based_gdp_yy_diff11,0.28213874923002474,0.9373870270937381
437,unemployment_rate_diff12,0.28065629142511817,0.8224900077894953
327,household_loans_ma11,0.2798121507775163,1.7549463564715226
475,unemployment_rate_ma11,0.2787432023391855,1.857706848426406
1130,production_based_gdp_qq_diff8,0.27711806056294636,0.83098383160123
129,card_consumables_diff12,0.27698534989897444,0.8022383970498477
1164,production_based_gdp_qq_std9,0.27441730859378616,1.5216813402929381
1027,cpi_yy_ma12,0.27310573008009287,0.735761867478828
3,google_home_loan_rate_search,0.27219628071238877,0.6225981113565183
274,household_loans_roc4,0.2721819258035268,1.9573980843583534
472,unemployment_rate_std10,0.272018226413413,0.7997153898635105
139,card_consumables_ma4,0.2711170603538382,0.9255790234151051
421,unemployment_rate_diff4,0.2686354459536677,0.6410756399422973
493,employed_labour_force_lag11,0.2656788568804546,2.3118954682641335
1048,production_based_gdp_roc3,0.2642643117266777,1.0799326109722946
513,employed_labour_force_diff10,0.2616779261061044,1.067310334440295
1154,production_based_gdp_qq_max6,0.26131036494473986,1.8004493637849215
403,unemployment_rate_lag1,0.2607139513463132,1.1380093923713384
1193,production_based_gdp_yy_diff2,0.2607031741144267,1.716398292175966
998,cpi_yy_max4,0.2599047252994203,1.2389156516200803
127,card_consumables_diff11,0.2585712698488473,0.8625155619109703
501,employed_labour_force_diff4,0.257407050008229,0.7429661790433553
1251,production_based_gdp_yy_ma11,0.25584419906413536,1.0465072512388307
439,unemployment_rate_ma2,0.25578444375834725,1.2511668126474371
927,cpi_qq_ma7,0.2557569641659553,0.8497498352943529
1140,production_based_gdp_qq_std3,0.2557488181996378,0.4926981023638605
