,feature,mean_abs_shap,std_abs_shap
109,card_consumables_diff2,3.050859278268109,4.363019261618709
662,labour_cost_index_roc4,3.0367657411713154,5.599558096412127
1052,production_based_gdp_roc5,3.031641426903153,7.417247655139482
604,labour_force_participation_rate_std3,2.9880950267494346,11.379243873123015
206,card_credit_roc10,2.986042240447148,6.019096082063644
191,card_credit_diff3,2.954838756768726,3.1925341151732796
640,labour_force_participation_rate_std12,2.95071709390539,7.223263125435044
1002,cpi_yy_max5,2.9131207416418308,7.571979083281207
1113,production_based_gdp_qq_lag3,2.801524107321013,5.423415939686237
924,cpi_qq_std6,2.786087092678883,9.411226979968399
582,labour_force_participation_rate_roc4,2.7816243088086003,7.858705962733594
1135,production_based_gdp_qq_ma2,2.778909153562966,7.382592802844724
1117,production_based_gdp_qq_lag7,2.753645881029709,4.941369473416624
1147,production_based_gdp_qq_ma5,2.753167158447553,6.559848367992369
123,card_consumables_diff9,2.7223121888865096,6.105040630524564
193,card_credit_diff4,2.7215710359778362,5.658741086233116
678,labour_cost_index_roc12,2.710469378709902,5.055184465102764
768,cpi_std4,2.65413967317778,4.078288097242882
1060,production_based_gdp_roc9,2.6167122982211257,10.638426420909129
56,household_deposits_std3,2.6036021550809587,6.4574217883179905
120,card_consumables_roc7,2.579592553323599,5.593953514057365
576,labour_force_participation_rate_roc1,2.5723613162987222,5.050755306184649
1218,production_based_gdp_yy_max2,2.5602247703161503,9.29058240703454
1059,production_based_gdp_diff9,2.553566797002583,9.198048369958249
899,cpi_qq_diff5,2.5448244213522817,12.70043794071874
597,labour_force_participation_rate_diff12,2.5095947352378216,8.351102619728772
1208,production_based_gdp_yy_roc9,2.498029241960595,7.12310533279892
928,cpi_qq_std7,2.497684120927969,7.630170027826448
1011,cpi_yy_ma8,2.478887116286942,5.6778965104145085
344,google_home_loan_rate_search_lag10,2.4765919518869803,6.763722706797211
332,household_loans_std12,2.4743331460441484,7.023084365428482
1161,production_based_gdp_qq_min8,2.4664483993651407,5.0432262859229136
642,labour_force_participation_rate_max12,2.4555242319217414,9.586992408095721
1132,production_based_gdp_qq_diff10,2.4529135337775347,4.416635119649491
105,card_consumables_lag11,2.4493002375287687,5.785806855172657
1206,production_based_gdp_yy_roc8,2.446639521157364,4.73757703840847
762,cpi_max2,2.441045815848763,6.383795109595639
1246,production_based_gdp_yy_max9,2.428018409890209,5.953309211437889
32,household_deposits_roc3,2.4077797520949535,5.2882025531811125
113,card_consumables_diff4,2.3870322253364824,3.328008293519064
931,cpi_qq_ma8,2.383348779539366,10.224165873979143
339,google_home_loan_rate_search_lag5,2.377778556365528,5.054824877765559
1128,production_based_gdp_qq_diff6,2.3736395286415695,3.850231835083126
1150,production_based_gdp_qq_max5,2.349930146606093,12.198976944789203
1188,production_based_gdp_yy_lag10,2.329636150369725,6.395496185349199
700,labour_cost_index_std7,2.3273239314636807,7.101016620676859
1244,production_based_gdp_yy_std9,2.3205140452363455,5.208947636256115
281,household_loans_diff8,2.281890698461329,6.1473527405532185
46,household_deposits_roc10,2.2792805352070076,8.282919948348473
192,card_credit_roc3,2.2598486189761884,3.8016544151487217
920,cpi_qq_std5,2.253787365190345,6.61153916142083
205,card_credit_diff10,2.2289698682912866,7.407973430370373
608,labour_force_participation_rate_std4,2.174418601879747,5.413464857312745
1179,production_based_gdp_yy_lag1,2.1623852714003204,5.758525309207598
124,card_consumables_roc9,2.1503945355698697,5.490951566828001
1140,production_based_gdp_qq_std3,2.140437382480227,4.631218113773051
660,labour_cost_index_roc3,2.1303334667883167,8.631186008336181
573,labour_force_participation_rate_lag11,2.124710483345313,7.071502844747496
1149,production_based_gdp_qq_min5,2.1240714811442007,4.654719393107212
1036,production_based_gdp_lag6,2.118411833289709,8.355908785416144
668,labour_cost_index_roc7,2.0978168834575928,6.020182187091362
1157,production_based_gdp_qq_min7,2.0811204316826024,6.729726549462593
342,google_home_loan_rate_search_lag8,2.0756531996382748,5.02777448717416
354,google_home_loan_rate_search_diff8,2.0623341595621474,3.817051443165377
856,cpi_housing_household_std6,2.0457941145977876,4.492174448969909
577,labour_force_participation_rate_diff2,2.0335094692068294,4.453719669980497
986,cpi_yy_roc12,2.0140328269456536,5.401923861808835
677,labour_cost_index_diff12,1.9896599835224262,11.315154224260816
1120,production_based_gdp_qq_lag10,1.9867233889443527,4.8757677819557355
60,household_deposits_std4,1.97710230922582,4.642537410692067
1055,production_based_gdp_diff7,1.9660625964984748,8.19569535241686
480,unemployment_rate_std12,1.9477132840956486,4.092925122727943
499,employed_labour_force_diff3,1.9392950192179317,5.322554668691762
503,employed_labour_force_diff5,1.936261647309007,2.6349807547297894
399,google_home_loan_rate_search_ma12,1.91899776847235,3.5447620772664568
972,cpi_yy_roc5,1.8843508628934682,3.9438812754022265
945,cpi_qq_min11,1.866012112524288,6.1505895890930375
1219,production_based_gdp_yy_ma3,1.8642566734900974,6.582888274561185
579,labour_force_participation_rate_diff3,1.8527617691505796,4.05457762140652
244,card_credit_std10,1.8345394893068343,4.804754159633317
4,unemployment_rate,1.7998596681143555,4.350586552271763
39,household_deposits_diff7,1.7974227582182056,2.652602528642202
1070,production_based_gdp_max2,1.794825506834949,5.387182183825959
1080,production_based_gdp_std5,1.7906804447587288,5.818886969342393
570,labour_force_participation_rate_lag8,1.7886391243381694,7.0752008851435475
948,cpi_qq_std12,1.7766564469912192,4.649023648030574
536,employed_labour_force_std6,1.76357129481444,5.805232780024215
1007,cpi_yy_ma7,1.7573573352421976,4.423918008656088
179,card_credit_lag5,1.7475145739970592,4.779975603534165
520,employed_labour_force_std2,1.7355879737089686,4.023494029040464
1192,production_based_gdp_yy_roc1,1.733289217217944,6.906584582739805
472,unemployment_rate_std10,1.7200515954928275,5.497789821113614
1020,cpi_yy_std10,1.7194943827716558,5.404717315329484
556,employed_labour_force_std11,1.7158054767225088,7.533600556730979
754,cpi_roc10,1.693480574076798,7.501650025254991
424,unemployment_rate_roc5,1.6934726238180338,5.871608525173621
1012,cpi_yy_std8,1.6874057269262375,4.298764121394477
48,household_deposits_roc11,1.6812127006944875,4.211626149797846
195,card_credit_diff5,1.6714891184411402,4.534612938532922
1160,production_based_gdp_qq_std8,1.6712144380104623,2.7402287174528444
348,google_home_loan_rate_search_diff2,1.6663746503696324,3.434242982251686
1051,production_based_gdp_diff5,1.6587622089549419,4.408497344337034
1062,production_based_gdp_roc10,1.6563789808907103,10.99328319481927
127,card_consumables_diff11,1.6533260695274232,2.8357510072944403
1194,production_based_gdp_yy_roc2,1.6489329371382486,6.7249304554480585
128,card_consumables_roc11,1.62361321356231,3.5484004892220713
596,labour_force_participation_rate_roc11,1.589858828175729,6.0380863879167785
506,employed_labour_force_roc6,1.5814179160128008,4.181838423522138
688,labour_cost_index_std4,1.5772466378600773,6.8847768762899
1063,production_based_gdp_diff11,1.562146636120614,7.139088629566225
160,card_consumables_std9,1.5452853130664561,8.849842424351682
901,cpi_qq_diff7,1.5233796197297698,3.5300506901889146
658,labour_cost_index_roc2,1.5192560741194445,3.2907357748603667
1114,production_based_gdp_qq_lag4,1.5149510515392228,3.5274105985408353
396,google_home_loan_rate_search_std11,1.4947488921583334,4.876888654435843
500,employed_labour_force_roc3,1.4899318204651808,3.334709393315182
282,household_loans_roc8,1.4590615336884252,4.32436980486704
508,employed_labour_force_roc7,1.4543783441258784,4.823363468247036
190,card_credit_roc2,1.4465392943403133,2.8219479581814646
905,cpi_qq_diff11,1.4430928953521285,4.5681958244653025
985,cpi_yy_diff12,1.4271415545557886,5.1058285328953685
209,card_credit_diff12,1.413548491878393,7.199736037111288
1112,production_based_gdp_qq_lag2,1.3948684180519328,3.2136581749478177
88,household_deposits_std11,1.3940919251889319,3.529667146289472
586,labour_force_participation_rate_roc6,1.3873272193112056,2.869473860194659
353,google_home_loan_rate_search_diff7,1.3790747425092817,2.5720992692134907
426,unemployment_rate_roc6,1.3787992817129469,5.463825532905263
1033,production_based_gdp_lag3,1.378264637237077,3.7875382438268343
444,unemployment_rate_std3,1.3760064130296905,3.96003608360543
47,household_deposits_diff11,1.3752781913827208,3.946253956119109
357,google_home_loan_rate_search_diff11,1.3733176605716806,2.5259079993211215
1034,production_based_gdp_lag4,1.3676452011730384,3.8754827149566697
320,household_loans_std9,1.362137329565985,3.834353970652387
1182,production_based_gdp_yy_lag4,1.3579746146946357,3.5075013472249816
316,household_loans_std8,1.3556921076999906,4.889465443443426
371,google_home_loan_rate_search_ma5,1.346735431802806,7.100409038449959
114,card_consumables_roc4,1.3303005256644012,2.1600584985375515
1035,production_based_gdp_lag5,1.3300154438812568,4.512170687488984
1172,production_based_gdp_qq_std11,1.3175064670755496,3.145084918526625
968,cpi_yy_roc3,1.3162994884018724,2.9423978718921537
656,labour_cost_index_roc1,1.31120734670476,3.7189308197014803
400,google_home_loan_rate_search_std12,1.3076341535226936,4.741316957819373
540,employed_labour_force_std7,1.2935309159727832,2.8542796185122037
340,google_home_loan_rate_search_lag6,1.2871104385835308,1.8700548969609638
182,card_credit_lag8,1.2858034816834358,3.3327829844634493
290,household_loans_roc12,1.2768837075119983,5.356262763872654
360,google_home_loan_rate_search_std2,1.2740275755264217,2.422553349057563
208,card_credit_roc11,1.2717337047219777,2.261301941626788
368,google_home_loan_rate_search_std4,1.271319698477471,4.122258963720519
178,card_credit_lag4,1.2703383593985846,2.9383589380956914
1187,production_based_gdp_yy_lag9,1.2606849513565273,2.657242873786634
104,card_consumables_lag10,1.2467829413339786,3.4028222399866026
355,google_home_loan_rate_search_diff9,1.2443961453415302,2.425795568421621
664,labour_cost_index_roc5,1.2422637928339075,3.1163095866184394
468,unemployment_rate_std9,1.239472819143008,2.9037393052390454
349,google_home_loan_rate_search_diff3,1.2355162169617933,2.2679419982780873
894,cpi_qq_lag12,1.231821747319899,3.2755294904213135
119,card_consumables_diff7,1.2127443497833752,4.203851046582002
1004,cpi_yy_std6,1.1958075754808266,5.0418506773765746
953,cpi_yy_lag3,1.190964905253911,3.061396466882086
964,cpi_yy_roc1,1.1796453783453034,4.210857255525767
358,google_home_loan_rate_search_diff12,1.1618327788018203,2.8526328203707916
1144,production_based_gdp_qq_std4,1.1578327890166082,4.560578533072342
896,cpi_qq_diff2,1.157311007952749,2.8127670382789622
528,employed_labour_force_std4,1.155056716524216,5.123648026743007
435,unemployment_rate_diff11,1.1497080785129103,4.627147293585825
347,google_home_loan_rate_search_diff1,1.1431416930470646,2.6410163673083766
1153,production_based_gdp_qq_min6,1.1290833420535318,2.2711902584212154
981,cpi_yy_diff10,1.109422002992948,2.996211714523241
129,card_consumables_diff12,1.0983175441322093,2.5087880124347257
12,production_based_gdp,1.092495771894734,4.2364631107769295
497,employed_labour_force_diff2,1.083904401702733,3.4778863354342278
1137,production_based_gdp_qq_min2,1.079370045815964,3.154234279276179
189,card_credit_diff2,1.0719028653232912,2.0788053046531036
1210,production_based_gdp_yy_roc10,1.0594030586913943,3.5806043001984538
1256,production_based_gdp_yy_std12,1.0558771559926032,2.9500363800952423
420,unemployment_rate_roc3,1.043733163892592,5.937424584823115
248,card_credit_std11,1.0430222752560907,6.41025211741559
352,google_home_loan_rate_search_diff6,1.042137791555147,2.5733320226064147
1022,cpi_yy_max10,1.0411606860250235,3.108214424077379
280,household_loans_roc7,1.0400613841044801,5.0362423236395895
552,employed_labour_force_std10,1.035241142335734,4.550776126508857
110,card_consumables_roc2,1.0306520795720038,2.4577243678442473
452,unemployment_rate_std5,1.0301539493127712,3.158741952714336
199,card_credit_diff7,1.0290490093916054,2.972326327058084
1193,production_based_gdp_yy_diff2,1.0289881913655337,3.2966369814742107
533,employed_labour_force_min5,1.0156851480504228,8.512786541718608
270,household_loans_roc2,1.0007414044596465,2.44466728405271
955,cpi_yy_lag5,0.9842929047952281,2.8471550597628577
212,card_credit_std2,0.9838929231773693,1.9114305269185397
286,household_loans_roc10,0.9831025431182653,2.9039689598988576
1164,production_based_gdp_qq_std9,0.9789122242982664,2.507103493170573
827,cpi_housing_household_diff7,0.975378317609485,2.9405185932950517
116,card_consumables_roc5,0.9718816819341961,2.762199720240618
898,cpi_qq_diff4,0.9709114658054053,2.4020990776323283
1252,production_based_gdp_yy_std11,0.9694724402633519,2.6892309727382364
574,labour_force_participation_rate_lag12,0.9677527294203623,3.6491300617857316
738,cpi_roc2,0.9598659643003375,2.5056966315484326
1139,production_based_gdp_qq_ma3,0.9597774769923797,4.954597659860076
125,card_consumables_diff10,0.9591898815085951,3.2540500699747774
312,household_loans_std7,0.9570866265362501,4.592472207360224
639,labour_force_participation_rate_ma12,0.9564490274538184,3.898413722286224
1016,cpi_yy_std9,0.9545711584509948,2.50493193521296
111,card_consumables_diff3,0.9529853143859632,2.316544762701286
1230,production_based_gdp_yy_max5,0.9481954438836144,2.6013445710704324
524,employed_labour_force_std3,0.9462476982414694,4.497109886982979
1133,production_based_gdp_qq_diff11,0.9437928409190521,1.924437289866947
34,household_deposits_roc4,0.9394817826178494,1.8584789605127983
666,labour_cost_index_roc6,0.9361545437103613,3.5601076884041234
1008,cpi_yy_std7,0.9340622977487271,2.0431354963065624
268,household_loans_roc1,0.9333259428254046,2.2382382957381837
52,household_deposits_std2,0.9220217767476497,2.8755633055008047
345,google_home_loan_rate_search_lag11,0.9216714928854344,4.5085110314604195
531,employed_labour_force_ma5,0.9085387643784159,5.313276001807644
30,household_deposits_roc2,0.8949130626758235,3.4203065874339353
1042,production_based_gdp_lag12,0.8932839263422588,2.302229693838018
566,labour_force_participation_rate_lag4,0.888545250974818,3.3911351777924006
505,employed_labour_force_diff6,0.8878627961139713,2.232161262690333
101,card_consumables_lag7,0.887190706699747,1.4416880149156615
274,household_loans_roc4,0.8845931104456594,4.868949901608898
1217,production_based_gdp_yy_min2,0.8833060927752334,3.7886480378643
1048,production_based_gdp_roc3,0.8796940313046818,1.87164502740646
376,google_home_loan_rate_search_std6,0.8753277706170823,2.7354967931385104
130,card_consumables_roc12,0.866102823186332,3.064565706010615
832,cpi_housing_household_roc9,0.8542600786817659,5.6047512360183145
343,google_home_loan_rate_search_lag9,0.8337572937192959,1.7709892846912234
936,cpi_qq_std9,0.8290188281036353,1.8871997348476428
1134,production_based_gdp_qq_diff12,0.8267180620508569,2.40399598411314
818,cpi_housing_household_roc2,0.8264253880103815,1.4790679296097877
438,unemployment_rate_roc12,0.8128601248790606,2.6182587350898427
575,labour_force_participation_rate_diff1,0.8107878397404841,4.721210567634012
346,google_home_loan_rate_search_lag12,0.8104755441361956,2.433509533071564
826,cpi_housing_household_roc6,0.8072056466504112,3.1682861776317655
900,cpi_qq_diff6,0.8067351982296854,2.0515108669023125
844,cpi_housing_household_std3,0.8060776313977481,2.4533146683769615
196,card_credit_roc5,0.8021045683915415,2.2106801994262013
1064,production_based_gdp_roc11,0.799395082102012,2.4152050254524142
1074,production_based_gdp_max3,0.7974688452670691,2.3657063002089966
1224,production_based_gdp_yy_std4,0.7948328719835726,1.9867705710077326
1229,production_based_gdp_yy_min5,0.7844380098127441,3.4144803559274726
112,card_consumables_roc3,0.7833321281081616,2.304691357924454
692,labour_cost_index_std5,0.7809625468129137,2.5436019239071896
115,card_consumables_diff5,0.7752485172330771,1.2681091529943473
10,cpi_qq,0.7747266605406731,1.9739029348312502
13,production_based_gdp_qq,0.7699358202655316,2.387377459299633
784,cpi_std8,0.7667975784424143,3.1246948877290084
983,cpi_yy_diff11,0.7651737673443517,4.262459976192449
1030,cpi_yy_max12,0.7512104835610514,3.5611035000399793
1173,production_based_gdp_qq_min11,0.7482607663458685,2.2001655764181263
1024,cpi_yy_std11,0.7482065259172426,2.581487676010924
384,google_home_loan_rate_search_std8,0.731483385240517,1.8361214275085938
422,unemployment_rate_roc4,0.7283746422022468,2.748491563587908
1184,production_based_gdp_yy_lag6,0.7259977397858773,4.319120661109027
940,cpi_qq_std10,0.7245351399803178,1.3387459006321396
108,card_consumables_roc1,0.720963189060476,1.8903356144551524
944,cpi_qq_std11,0.7198024148104595,2.136247071369707
136,card_consumables_std3,0.7138307559614328,1.4369232180580582
937,cpi_qq_min9,0.7128384613762315,2.7440005779877916
1122,production_based_gdp_qq_lag12,0.7101018718158623,1.1547626224262229
126,card_consumables_roc10,0.7087034524573113,2.304870103837738
591,labour_force_participation_rate_diff9,0.7027480240216677,3.1394158906538685
982,cpi_yy_roc10,0.6994597455951264,2.253656967531025
1146,production_based_gdp_qq_max4,0.6992334248334183,4.604819032732814
356,google_home_loan_rate_search_diff10,0.692967974039973,1.9864831043947162
45,household_deposits_diff10,0.6833416850695576,1.6490746119193926
103,card_consumables_lag9,0.6806917801761908,2.6098745037820397
148,card_consumables_std6,0.6774541396072158,1.5672486066394606
121,card_consumables_diff8,0.6743923876690041,1.6377061715675376
181,card_credit_lag7,0.6703387013617819,3.369381095032388
448,unemployment_rate_std4,0.6622187872036909,2.382417335360606
1198,production_based_gdp_yy_roc4,0.6546308984967972,3.92391585444853
50,household_deposits_roc12,0.653866057979486,2.042513877046204
970,cpi_yy_roc4,0.6445767431047676,2.0476405744804493
1111,production_based_gdp_qq_lag1,0.6429158970515582,1.7890489024228722
796,cpi_std11,0.6406985615719162,4.124345223112558
600,labour_force_participation_rate_std2,0.6360104345963383,3.0089056205212406
419,unemployment_rate_diff3,0.6352552064666984,3.1310184980829137
336,google_home_loan_rate_search_lag2,0.6344910719405141,2.1305394937551627
749,cpi_diff8,0.6330965753697628,2.0164494600810188
122,card_consumables_roc8,0.6284001054596059,1.3443300311569288
203,card_credit_diff9,0.6271303819829013,1.7403364218333826
308,household_loans_std6,0.6241344838034842,1.7747860271511624
1142,production_based_gdp_qq_max3,0.6209726081156843,1.6988123560371837
230,card_credit_max6,0.6204566730737329,3.6471834814837485
197,card_credit_diff6,0.6176171019021894,1.7426109081238097
903,cpi_qq_diff9,0.6130806134988199,2.30899257076644
1127,production_based_gdp_qq_diff5,0.6075491305944419,0.8926662586762164
1061,production_based_gdp_diff10,0.6071081791278926,1.2573881165070142
277,household_loans_diff6,0.6029121991281915,1.8427862556851955
954,cpi_yy_lag4,0.6025198016178936,3.6972699128611772
684,labour_cost_index_std3,0.6021265788654969,2.8462627214575016
140,card_consumables_std4,0.5952405614750681,2.226869649627655
1141,production_based_gdp_qq_min3,0.5941269566428863,1.597668057410946
207,card_credit_diff11,0.5934862014370648,1.7293388112467039
1154,production_based_gdp_qq_max6,0.5919785289172541,1.921702588763349
1200,production_based_gdp_yy_roc5,0.5905910936150791,2.2476470776155746
27,household_deposits_diff1,0.5899911394671716,1.5583804345664256
1125,production_based_gdp_qq_diff3,0.589150537191159,1.3842006813366938
201,card_credit_diff8,0.5881621737430058,1.7460044716323837
1119,production_based_gdp_qq_lag9,0.584921882910776,1.1745084231083442
1046,production_based_gdp_roc2,0.5818445242701968,1.2429461242974573
324,household_loans_std10,0.5817960850413266,3.4251828176625994
1058,production_based_gdp_roc8,0.5815966913630075,1.94813141230768
502,employed_labour_force_roc4,0.5749128015222496,2.0999073803777986
1183,production_based_gdp_yy_lag5,0.574304959860381,1.967853472963876
957,cpi_yy_lag7,0.567777732002405,2.556900810846496
760,cpi_std2,0.5674967871931746,2.5975586387444762
106,card_consumables_lag12,0.5666927223910196,2.1700858449622165
583,labour_force_participation_rate_diff5,0.5659503214638595,2.065863341015134
98,card_consumables_lag4,0.563251514243513,1.1303509843674702
1053,production_based_gdp_diff6,0.5627977693645685,2.7882698680685913
28,household_deposits_roc1,0.5611654973683308,1.2608473403435012
204,card_credit_roc9,0.5534598848224791,1.2487081789718544
341,google_home_loan_rate_search_lag7,0.5514308862014883,1.2077844535149433
416,unemployment_rate_roc1,0.539084101610051,1.3965045264466134
1181,production_based_gdp_yy_lag3,0.5352575930494032,1.0043683460975088
966,cpi_yy_roc2,0.5314796830415536,1.513959763617652
284,household_loans_roc9,0.5243907217079185,2.1314892692595366
1,card_credit,0.5241188947406015,2.350565288936895
897,cpi_qq_diff3,0.5200541723269904,2.3865687468744183
618,labour_force_participation_rate_max6,0.5121105123201298,1.8955793929423272
359,google_home_loan_rate_search_ma2,0.5116410096132789,1.3824571248414506
507,employed_labour_force_diff7,0.5102418615493444,1.7811001463592167
337,google_home_loan_rate_search_lag3,0.5081485424793791,1.5796835261210564
1047,production_based_gdp_diff3,0.5059092302792446,1.1601595146425965
194,card_credit_roc4,0.5025949699744657,1.5431750866567648
822,cpi_housing_household_roc4,0.4973752256754808,1.8270767504936178
1234,production_based_gdp_yy_max6,0.4948413709000368,1.7818120706819744
820,cpi_housing_household_roc3,0.49202981188584727,1.0811091290789256
1222,production_based_gdp_yy_max3,0.48383514637482045,1.7023917647184788
630,labour_force_participation_rate_max9,0.4790561416895597,2.5519033723703153
1121,production_based_gdp_qq_lag11,0.4776644658515823,1.2959603053765865
960,cpi_yy_lag10,0.47664335267434776,1.1091125078355908
921,cpi_qq_min5,0.4688600444420946,1.1357899857195926
14,production_based_gdp_yy,0.4650578590288029,2.26020626839304
1028,cpi_yy_std12,0.46417631197176956,1.1003218826253465
864,cpi_housing_household_std8,0.4640500760984159,1.4568098746197182
510,employed_labour_force_roc8,0.4625208771678961,1.9101399071245144
485,employed_labour_force_lag3,0.46076118724488463,3.7404693688563864
1057,production_based_gdp_diff8,0.45982485326007727,1.3708337677609572
1228,production_based_gdp_yy_std5,0.4587950273805809,1.9821130871470622
188,card_credit_roc1,0.45805554460961356,1.1505197046694573
272,household_loans_roc3,0.45668569870289133,2.409049382894545
118,card_consumables_roc6,0.45496498707608757,1.1656619811923818
800,cpi_std12,0.44869821358514816,2.5188061353302134
1223,production_based_gdp_yy_ma4,0.44692972099379213,1.775418529221904
1069,production_based_gdp_min2,0.4456898319644188,1.59057793467871
427,unemployment_rate_diff7,0.4437722706497838,1.397528664550616
425,unemployment_rate_diff6,0.4424957526107055,1.6401061175809406
973,cpi_yy_diff6,0.4416963421860214,2.1596507596284993
